user_id,do_not_disturb_window,notifications_dismissed_30d,messages_opened_30d
u358,22:00-07:00,5,15
u359,22:00-07:00,5,15
u360,22:00-07:00,5,15
u361,22:00-07:00,5,15
u362,22:00-07:00,5,15
u363,22:00-07:00,5,15
u364,22:00-07:00,5,15
u365,22:00-07:00,5,15
u366,22:00-07:00,5,15
u367,22:00-07:00,5,15
u368,22:00-07:00,5,15
u369,22:00-07:00,5,15
u370,22:00-07:00,5,15
u371,22:00-07:00,5,15
u372,22:00-07:00,5,15
u373,22:00-07:00,5,15
u374,22:00-07:00,5,15
u375,22:00-07:00,5,15
u376,22:00-07:00,5,15
u377,22:00-07:00,5,15
u378,22:00-07:00,5,15
u379,22:00-07:00,5,15
u380,22:00-07:00,5,15
u381,22:00-07:00,5,15
u382,22:00-07:00,5,15
u383,22:00-07:00,5,15
u384,22:00-07:00,5,15
u385,22:00-07:00,5,15
u386,22:00-07:00,5,15
u387,22:00-07:00,5,15
u388,22:00-07:00,5,15
u389,22:00-07:00,5,15
u390,22:00-07:00,5,15
u391,22:00-07:00,5,15
u392,22:00-07:00,5,15
u393,22:00-07:00,5,15
u394,22:00-07:00,5,15
u395,22:00-07:00,5,15
u396,22:00-07:00,5,15
u397,22:00-07:00,5,15
u398,22:00-07:00,5,15
u399,22:00-07:00,5,15
u400,22:00-07:00,5,15
u401,22:00-07:00,5,15
u402,22:00-07:00,5,15
u403,22:00-07:00,5,15
u404,22:00-07:00,5,15
u405,22:00-07:00,5,15
u406,22:00-07:00,5,15
u407,22:00-07:00,5,15
u408,22:00-07:00,5,15
u409,22:00-07:00,5,15
u410,22:00-07:00,5,15
u411,22:00-07:00,5,15
u412,22:00-07:00,5,15
u413,22:00-07:00,5,15
u414,22:00-07:00,5,15
u415,22:00-07:00,5,15
u416,22:00-07:00,5,15
u417,22:00-07:00,5,15
u418,22:00-07:00,5,15
u419,22:00-07:00,5,15
u420,22:00-07:00,5,15
u421,22:00-07:00,5,15
u422,22:00-07:00,5,15
u423,22:00-07:00,5,15
u424,22:00-07:00,5,15
u425,22:00-07:00,5,15
u426,22:00-07:00,5,15
u427,22:00-07:00,5,15
u428,22:00-07:00,5,15
u429,22:00-07:00,5,15
u430,22:00-07:00,5,15
u431,22:00-07:00,5,15
u432,22:00-07:00,5,15
u433,22:00-07:00,5,15
u434,22:00-07:00,5,15
u435,22:00-07:00,5,15
u436,22:00-07:00,5,15
u437,22:00-07:00,5,15
u438,22:00-07:00,5,15
u439,22:00-07:00,5,15
u440,22:00-07:00,5,15
u441,22:00-07:00,5,15
u442,22:00-07:00,5,15
u443,22:00-07:00,5,15
u444,22:00-07:00,5,15
u445,22:00-07:00,5,15
u446,22:00-07:00,5,15
u447,22:00-07:00,5,15
u448,22:00-07:00,5,15
u449,22:00-07:00,5,15
u450,22:00-07:00,5,15
u451,22:00-07:00,5,15
u452,22:00-07:00,5,15
u453,22:00-07:00,5,15
u454,22:00-07:00,5,15
u455,22:00-07:00,5,15
u456,22:00-07:00,5,15
u457,22:00-07:00,5,15
u458,22:00-07:00,5,15
u459,22:00-07:00,5,15
u460,22:00-07:00,5,15
u461,22:00-07:00,5,15
u462,22:00-07:00,5,15
u463,22:00-07:00,5,15
u464,22:00-07:00,5,15
u465,22:00-07:00,5,15
u466,22:00-07:00,5,15
u467,22:00-07:00,5,15
u468,22:00-07:00,5,15
u469,22:00-07:00,5,15
u470,22:00-07:00,5,15
u471,22:00-07:00,5,15
u472,22:00-07:00,5,15
u473,22:00-07:00,5,15
u474,22:00-07:00,5,15
u475,22:00-07:00,5,15
u476,22:00-07:00,5,15
u477,22:00-07:00,5,15
u478,22:00-07:00,5,15
u479,22:00-07:00,5,15
u480,22:00-07:00,5,15
u481,22:00-07:00,5,15
u482,22:00-07:00,5,15
u483,22:00-07:00,5,15
u484,22:00-07:00,5,15
u485,22:00-07:00,5,15
u486,22:00-07:00,5,15
u487,22:00-07:00,5,15
u488,22:00-07:00,5,15
u489,22:00-07:00,5,15
u490,22:00-07:00,5,15
u491,22:00-07:00,5,15
u492,22:00-07:00,5,15
u493,22:00-07:00,5,15
u494,22:00-07:00,5,15
u495,22:00-07:00,5,15
u496,22:00-07:00,5,15
u497,22:00-07:00,5,15
u498,22:00-07:00,5,15
u499,22:00-07:00,5,15
u500,22:00-07:00,5,15
u501,22:00-07:00,5,15
u502,22:00-07:00,5,15
u503,22:00-07:00,5,15
u504,22:00-07:00,5,15
u505,22:00-07:00,5,15
u506,22:00-07:00,5,15
u507,22:00-07:00,5,15
u508,22:00-07:00,5,15
u509,22:00-07:00,5,15
u510,22:00-07:00,5,15
u511,22:00-07:00,5,15
u512,22:00-07:00,5,15
u513,22:00-07:00,5,15
u514,22:00-07:00,5,15
u515,22:00-07:00,5,15
u516,22:00-07:00,5,15
u517,22:00-07:00,5,15
u518,22:00-07:00,5,15
u519,22:00-07:00,5,15
u520,22:00-07:00,5,15
u521,22:00-07:00,5,15
u522,22:00-07:00,5,15
u523,22:00-07:00,5,15
u524,22:00-07:00,5,15
u525,22:00-07:00,5,15
u526,22:00-07:00,5,15
u527,22:00-07:00,5,15
u528,22:00-07:00,5,15
u529,22:00-07:00,5,15
u530,22:00-07:00,5,15
u531,22:00-07:00,5,15
u532,22:00-07:00,5,15
u533,22:00-07:00,5,15
u534,22:00-07:00,5,15
u535,22:00-07:00,5,15
u536,22:00-07:00,5,15
u537,22:00-07:00,5,15
u538,22:00-07:00,5,15
u539,22:00-07:00,5,15
u540,22:00-07:00,5,15
u541,22:00-07:00,5,15
u542,22:00-07:00,5,15
u543,22:00-07:00,5,15
u544,22:00-07:00,5,15
u545,22:00-07:00,5,15
u546,22:00-07:00,5,15
u547,22:00-07:00,5,15
u548,22:00-07:00,5,15
u549,22:00-07:00,5,15
u550,22:00-07:00,5,15
u551,22:00-07:00,5,15
u552,22:00-07:00,5,15
u553,22:00-07:00,5,15
u554,22:00-07:00,5,15
u555,22:00-07:00,5,15
u556,22:00-07:00,5,15
u557,22:00-07:00,5,15
u558,22:00-07:00,5,15
u559,22:00-07:00,5,15
u560,22:00-07:00,5,15
u561,22:00-07:00,5,15
u562,22:00-07:00,5,15
u563,22:00-07:00,5,15
u564,22:00-07:00,5,15
u565,22:00-07:00,5,15
u566,22:00-07:00,5,15
u567,22:00-07:00,5,15
u568,22:00-07:00,5,15
u569,22:00-07:00,5,15
u570,22:00-07:00,5,15
u571,22:00-07:00,5,15
u572,22:00-07:00,5,15
u573,22:00-07:00,5,15
u574,22:00-07:00,5,15
u575,22:00-07:00,5,15
u576,22:00-07:00,5,15
u577,22:00-07:00,5,15
u578,22:00-07:00,5,15
u579,22:00-07:00,5,15
u580,22:00-07:00,5,15
u581,22:00-07:00,5,15
u582,22:00-07:00,5,15
u583,22:00-07:00,5,15
u584,22:00-07:00,5,15
u585,22:00-07:00,5,15
u586,22:00-07:00,5,15
u587,22:00-07:00,5,15
u588,22:00-07:00,5,15
u589,22:00-07:00,5,15
u590,22:00-07:00,5,15
u591,22:00-07:00,5,15
u592,22:00-07:00,5,15
u593,22:00-07:00,5,15
u594,22:00-07:00,5,15
u595,22:00-07:00,5,15
u596,22:00-07:00,5,15
u597,22:00-07:00,5,15
u598,22:00-07:00,5,15
u599,22:00-07:00,5,15
u600,22:00-07:00,5,15
u601,22:00-07:00,5,15
u602,22:00-07:00,5,15
u603,22:00-07:00,5,15
u604,22:00-07:00,5,15
u605,22:00-07:00,5,15
u606,22:00-07:00,5,15
u607,22:00-07:00,5,15
u608,22:00-07:00,5,15
u609,22:00-07:00,5,15
u610,22:00-07:00,5,15
u611,22:00-07:00,5,15
u612,22:00-07:00,5,15
u613,22:00-07:00,5,15
u614,22:00-07:00,5,15
u615,22:00-07:00,5,15
u616,22:00-07:00,5,15
u617,22:00-07:00,5,15
u618,22:00-07:00,5,15
u619,22:00-07:00,5,15
u620,22:00-07:00,5,15
u621,22:00-07:00,5,15
u622,22:00-07:00,5,15
u623,22:00-07:00,5,15
u624,22:00-07:00,5,15
u625,22:00-07:00,5,15
u626,22:00-07:00,5,15
u627,22:00-07:00,5,15
u628,22:00-07:00,5,15
u629,22:00-07:00,5,15
u630,22:00-07:00,5,15
u631,22:00-07:00,5,15
u632,22:00-07:00,5,15
u633,22:00-07:00,5,15
u634,22:00-07:00,5,15
u635,22:00-07:00,5,15
u636,22:00-07:00,5,15
u637,22:00-07:00,5,15
u638,22:00-07:00,5,15
u639,22:00-07:00,5,15
u640,22:00-07:00,5,15
u641,22:00-07:00,5,15
u642,22:00-07:00,5,15
u643,22:00-07:00,5,15
u644,22:00-07:00,5,15
u645,22:00-07:00,5,15
u646,22:00-07:00,5,15
u647,22:00-07:00,5,15
u648,22:00-07:00,5,15
u649,22:00-07:00,5,15
u650,22:00-07:00,5,15
u651,22:00-07:00,5,15
u652,22:00-07:00,5,15
u653,22:00-07:00,5,15
u654,22:00-07:00,5,15
u655,22:00-07:00,5,15
u656,22:00-07:00,5,15
u657,22:00-07:00,5,15
u658,22:00-07:00,5,15
u659,22:00-07:00,5,15
u660,22:00-07:00,5,15
u661,22:00-07:00,5,15
u662,22:00-07:00,5,15
u663,22:00-07:00,5,15
u664,22:00-07:00,5,15
u665,22:00-07:00,5,15
u666,22:00-07:00,5,15
u667,22:00-07:00,5,15
u668,22:00-07:00,5,15
u669,22:00-07:00,5,15
u670,22:00-07:00,5,15
u671,22:00-07:00,5,15
u672,22:00-07:00,5,15
u673,22:00-07:00,5,15
u674,22:00-07:00,5,15
u675,22:00-07:00,5,15
u676,22:00-07:00,5,15
u677,22:00-07:00,5,15
u678,22:00-07:00,5,15
u679,22:00-07:00,5,15
u680,22:00-07:00,5,15
u681,22:00-07:00,5,15
u682,22:00-07:00,5,15
u683,22:00-07:00,5,15
u684,22:00-07:00,5,15
u685,22:00-07:00,5,15
u686,22:00-07:00,5,15
u687,22:00-07:00,5,15
u688,22:00-07:00,5,15
u689,22:00-07:00,5,15
u690,22:00-07:00,5,15
u691,22:00-07:00,5,15
u692,22:00-07:00,5,15
u693,22:00-07:00,5,15
u694,22:00-07:00,5,15
u695,22:00-07:00,5,15
u696,22:00-07:00,5,15
u697,22:00-07:00,5,15
u698,22:00-07:00,5,15
u699,22:00-07:00,5,15
u700,22:00-07:00,5,15
u701,22:00-07:00,5,15
u702,22:00-07:00,5,15
u703,22:00-07:00,5,15
u704,22:00-07:00,5,15
u705,22:00-07:00,5,15
u706,22:00-07:00,5,15
u707,22:00-07:00,5,15
u708,22:00-07:00,5,15
u709,22:00-07:00,5,15
u710,22:00-07:00,5,15
u711,22:00-07:00,5,15
u712,22:00-07:00,5,15
u713,22:00-07:00,5,15
u714,22:00-07:00,5,15
u715,22:00-07:00,5,15
u716,22:00-07:00,5,15
u717,22:00-07:00,5,15
u718,22:00-07:00,5,15
u719,22:00-07:00,5,15
u720,22:00-07:00,5,15
u721,22:00-07:00,5,15
u722,22:00-07:00,5,15
u723,22:00-07:00,5,15
u724,22:00-07:00,5,15
u725,22:00-07:00,5,15
u726,22:00-07:00,5,15
u727,22:00-07:00,5,15
u728,22:00-07:00,5,15
u729,22:00-07:00,5,15
u730,22:00-07:00,5,15
u731,22:00-07:00,5,15
u732,22:00-07:00,5,15
u733,22:00-07:00,5,15
u734,22:00-07:00,5,15
u735,22:00-07:00,5,15
u736,22:00-07:00,5,15
u737,22:00-07:00,5,15
u738,22:00-07:00,5,15
u739,22:00-07:00,5,15
u740,22:00-07:00,5,15
u741,22:00-07:00,5,15
u742,22:00-07:00,5,15
u743,22:00-07:00,5,15
u744,22:00-07:00,5,15
u745,22:00-07:00,5,15
u746,22:00-07:00,5,15
u747,22:00-07:00,5,15
u748,22:00-07:00,5,15
u749,22:00-07:00,5,15
u750,22:00-07:00,5,15
u751,22:00-07:00,5,15
u752,22:00-07:00,5,15
u753,22:00-07:00,5,15
u754,22:00-07:00,5,15
u755,22:00-07:00,5,15
u756,22:00-07:00,5,15
u757,22:00-07:00,5,15
u758,22:00-07:00,5,15
u759,22:00-07:00,5,15
u760,22:00-07:00,5,15
u761,22:00-07:00,5,15
u762,22:00-07:00,5,15
u763,22:00-07:00,5,15
u764,22:00-07:00,5,15
u765,22:00-07:00,5,15
u766,22:00-07:00,5,15
u767,22:00-07:00,5,15
u768,22:00-07:00,5,15
u769,22:00-07:00,5,15
u770,22:00-07:00,5,15
u771,22:00-07:00,5,15
u772,22:00-07:00,5,15
u773,22:00-07:00,5,15
u774,22:00-07:00,5,15
u775,22:00-07:00,5,15
u776,22:00-07:00,5,15
u777,22:00-07:00,5,15
u778,22:00-07:00,5,15
u779,22:00-07:00,5,15
u780,22:00-07:00,5,15
u781,22:00-07:00,5,15
u782,22:00-07:00,5,15
u783,22:00-07:00,5,15
u784,22:00-07:00,5,15
u785,22:00-07:00,5,15
u786,22:00-07:00,5,15
u787,22:00-07:00,5,15
u788,22:00-07:00,5,15
u789,22:00-07:00,5,15
u790,22:00-07:00,5,15
u791,22:00-07:00,5,15
u792,22:00-07:00,5,15
u793,22:00-07:00,5,15
u794,22:00-07:00,5,15
u795,22:00-07:00,5,15
u796,22:00-07:00,5,15
u797,22:00-07:00,5,15
u798,22:00-07:00,5,15
u799,22:00-07:00,5,15
u800,22:00-07:00,5,15
u801,22:00-07:00,5,15
u802,22:00-07:00,5,15
u803,22:00-07:00,5,15
u804,22:00-07:00,5,15
u805,22:00-07:00,5,15
u806,22:00-07:00,5,15
u807,22:00-07:00,5,15
u808,22:00-07:00,5,15
u809,22:00-07:00,5,15
u810,22:00-07:00,5,15
u811,22:00-07:00,5,15
u812,22:00-07:00,5,15
u813,22:00-07:00,5,15
u814,22:00-07:00,5,15
u815,22:00-07:00,5,15
u816,22:00-07:00,5,15
u817,22:00-07:00,5,15
u818,22:00-07:00,5,15
u819,22:00-07:00,5,15
u820,22:00-07:00,5,15
u821,22:00-07:00,5,15
u822,22:00-07:00,5,15
u823,22:00-07:00,5,15
u824,22:00-07:00,5,15
u825,22:00-07:00,5,15
u826,22:00-07:00,5,15
u827,22:00-07:00,5,15
u828,22:00-07:00,5,15
u829,22:00-07:00,5,15
u830,22:00-07:00,5,15
u831,22:00-07:00,5,15
u832,22:00-07:00,5,15
u833,22:00-07:00,5,15
u834,22:00-07:00,5,15
u835,22:00-07:00,5,15
u836,22:00-07:00,5,15
u837,22:00-07:00,5,15
u838,22:00-07:00,5,15
u839,22:00-07:00,5,15
u840,22:00-07:00,5,15
u841,22:00-07:00,5,15
u842,22:00-07:00,5,15
u843,22:00-07:00,5,15
u844,22:00-07:00,5,15
u845,22:00-07:00,5,15
u846,22:00-07:00,5,15
u847,22:00-07:00,5,15
u848,22:00-07:00,5,15
u849,22:00-07:00,5,15
u850,22:00-07:00,5,15
u851,22:00-07:00,5,15
u852,22:00-07:00,5,15
u853,22:00-07:00,5,15
u854,22:00-07:00,5,15
u855,22:00-07:00,5,15
u856,22:00-07:00,5,15
u857,22:00-07:00,5,15
u858,22:00-07:00,5,15
u859,22:00-07:00,5,15
u860,22:00-07:00,5,15
u861,22:00-07:00,5,15
u862,22:00-07:00,5,15
u863,22:00-07:00,5,15
u864,22:00-07:00,5,15
u865,22:00-07:00,5,15
u866,22:00-07:00,5,15
u867,22:00-07:00,5,15
u868,22:00-07:00,5,15
u869,22:00-07:00,5,15
u870,22:00-07:00,5,15
u871,22:00-07:00,5,15
u872,22:00-07:00,5,15
u873,22:00-07:00,5,15
u874,22:00-07:00,5,15
u875,22:00-07:00,5,15
u876,22:00-07:00,5,15
u877,22:00-07:00,5,15
u878,22:00-07:00,5,15
u879,22:00-07:00,5,15
u880,22:00-07:00,5,15
u881,22:00-07:00,5,15
u882,22:00-07:00,5,15
u883,22:00-07:00,5,15
u884,22:00-07:00,5,15
u885,22:00-07:00,5,15
u886,22:00-07:00,5,15
u887,22:00-07:00,5,15
u888,22:00-07:00,5,15
u889,22:00-07:00,5,15
u890,22:00-07:00,5,15
u891,22:00-07:00,5,15
u892,22:00-07:00,5,15
u893,22:00-07:00,5,15
u894,22:00-07:00,5,15
u895,22:00-07:00,5,15
u896,22:00-07:00,5,15
u897,22:00-07:00,5,15
u898,22:00-07:00,5,15
u899,22:00-07:00,5,15
u900,22:00-07:00,5,15
u901,22:00-07:00,5,15
u902,22:00-07:00,5,15
u903,22:00-07:00,5,15
u904,22:00-07:00,5,15
u905,22:00-07:00,5,15
u906,22:00-07:00,5,15
u907,22:00-07:00,5,15
u908,22:00-07:00,5,15
u909,22:00-07:00,5,15
u910,22:00-07:00,5,15
u911,22:00-07:00,5,15
u912,22:00-07:00,5,15
u913,22:00-07:00,5,15
u914,22:00-07:00,5,15
u915,22:00-07:00,5,15
u916,22:00-07:00,5,15
u917,22:00-07:00,5,15
u918,22:00-07:00,5,15
u919,22:00-07:00,5,15
u920,22:00-07:00,5,15
u921,22:00-07:00,5,15
u922,22:00-07:00,5,15
u923,22:00-07:00,5,15
u924,22:00-07:00,5,15
u925,22:00-07:00,5,15
u926,22:00-07:00,5,15
u927,22:00-07:00,5,15
